Student ID,School,Gender,Class level,Parental educational level,Week1_attendance,Week2_attendance,Week3_attendance,Week4_attendance,Week5_attendance,Week6_attendance,Week7_attendance,Week8_attendance,Week9_attendance,Week10_attendance,Week11_attendance,Week12_attendance,Week13_attendance,Week14_attendance,Semester 1 average,Semester 2 average,Semester difference,Household income level,Family dropout history,Child labor involvement,Travel time to school,Mode of transport,Teacher relationship quality,Peer relationship quality,Extra-curricular activities,Section,Household income level (standardized),Travel time to school (minutes),grade_number,stream_letter,subgroup,level_prefix,long_commute_flag,long_walk_flag,attendance_rate,low_attendance_weeks,academic_domain,attendance_domain,income_score,family_dropout_penalty,child_labor_penalty,socioeconomic_domain,teacher_rel_score,peer_rel_score,has_extracurricular,engagement_domain,accessibility_domain,cluster,dropout_risk
813,Weweso MA,Female,5B1,SHS,0.2,1.0,0.25,1.0,0.25,1.0,1.0,0.8,1.0,0.5,1.0,1.0,1.0,0.75,71.47,67.91512898167798,-3.554871018322018,3,Not sure,No,8min,Walking,Good,Good,Arts & Performance,,High,8,5,B,1.0,,0,0,0.7678571428571429,3,55.754051592671196,76.78571428571429,100,,0.0,44.26929392446634,100,100,100,100.0,97.33333333333333,2,Low
814,Weweso MA,Male,JHS 1,SHS,1.0,1.0,0.75,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,67.79,7.52,-60.27000000000001,1,No,No,60 minutes,Public transport,Good,Good,Arts & Performance,,Low,60,7,,,JHS,0,0,0.875,1,30.124000000000002,87.5,0,0.0,0.0,0.0,100,100,100,100.0,80.0,0,Medium
815,Weweso MA,Male,5B2,JHS,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.25,0.8,1.0,52.12,69.49,17.37,3,Yes,Sometimes,5min,Public transport,Good,Good,Sports,,High,5,5,B,2.0,,0,0,0.8892857142857143,1,52.117999999999995,88.92857142857143,100,-30.0,,44.26929392446634,100,100,100,100.0,98.33333333333333,2,Low
816,Weweso MA,Male,JHS 1B1,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,52.02,65.17,13.15,1,No,Yes,1 hour,Walking,Poor,Poor,Arts & Performance,,Low,60,7,B,1.0,JHS,0,0,0.9464285714285714,1,49.50600000000001,94.64285714285714,0,0.0,-30.0,0.0,0,0,100,20.0,80.0,1,High
817,Weweso MA,Female,5B1,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,51.86,7.47,-44.39,1,Yes,No,90 minutes,Public transport,Average,Good,Sports,,Low,90,5,B,1.0,,0,0,0.9714285714285715,0,23.732,97.14285714285715,0,-30.0,0.0,0.0,50,100,100,80.0,80.0,0,Medium
818,Ayeduase RC,Male,7B3,JHS,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.78,7.97,-43.81,3,Yes,Sometimes,2 Minutes,Public transport,Poor,Good,Arts & Performance,,High,2,7,B,3.0,,0,0,0.9464285714285714,1,23.900000000000002,94.64285714285714,100,-30.0,,44.26929392446634,0,100,100,60.0,99.33333333333333,0,Medium
819,Weweso MA,Male,4,Tertiary,0.5,1.0,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,52.26,4.95,-47.31,2,No,No,21 minutes,Walking,Average,Good,Passive screen time,,Average,21,4,,,,0,0,0.9357142857142857,0,22.884,93.57142857142857,50,0.0,0.0,50.0,50,100,100,80.0,93.0,0,Medium
820,Weweso MA,Male,4,SHS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6,1.0,1.0,0.75,50.99,7.26,-43.73,2,Not sure,No,30 minutes,Walking,Average,Poor,,,Average,30,4,,,,0,0,0.8821428571428571,1,23.3,88.21428571428571,50,,0.0,44.26929392446634,50,0,0,20.0,90.0,1,High
821,Ayeduase RC,Female,6A,SHS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.75,52.03,45.15,-6.880000000000003,2,Yes,Sometimes,30min,Private transport,Good,Good,Arts & Performance,,Average,30,6,A,,,0,0,0.8678571428571429,2,38.872,86.78571428571429,50,-30.0,,44.26929392446634,100,100,100,100.0,90.0,0,Medium
822,Weweso MA,Male,JHS 2,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.75,52.65,73.6,20.95,2,No,No,90 minutes,Public transport,Good,Good,Academic/Clubs,,Average,90,8,,,JHS,0,0,0.9392857142857143,1,54.69,93.92857142857143,50,0.0,0.0,50.0,100,100,100,100.0,80.0,2,Low
823,Weweso MA,Male,5A,Tertiary,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,52.73,87.76,35.03000000000001,3,Yes,Yes,10 minutes,Private transport,Poor,Good,Arts & Performance,,High,10,5,A,,,0,0,0.85,2,63.202000000000005,85.0,100,-30.0,-30.0,40.0,0,100,100,60.0,96.66666666666667,2,Low
824,Weweso MA,Female,7B3,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.2,1.0,51.47,5.35,-46.12,2,No,No,20 minutes,Public transport,Average,Average,Academic/Clubs,,Average,20,7,B,3.0,,0,0,0.9285714285714286,1,22.728,92.85714285714286,50,0.0,0.0,50.0,50,50,100,60.0,93.33333333333333,0,Medium
825,Weweso MA,Female,5B1,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,52.38,78.77,26.38999999999999,3,Not sure,Sometimes,8 minutes,Private transport,Average,Good,Sports,,High,8,5,B,1.0,,0,0,0.9571428571428572,1,57.738,95.71428571428572,100,,,44.26929392446634,50,100,100,80.0,97.33333333333333,2,Low
826,Weweso MA,Male,5B2,Tertiary,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.6,1.0,1.0,1.0,0.0,1.0,32.15,73.69,41.54,2,No,Sometimes,25 minutes,Public transport,Average,Good,Sports,,Average,25,5,B,2.0,,0,0,0.8464285714285714,1,50.644,84.64285714285714,50,0.0,,44.26929392446634,50,100,100,80.0,91.66666666666667,2,Low
827,Ayeduase RC,Female,4,Tertiary,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,1.0,50.71,82.17,31.46,2,No,Yes,60 minutes,Public transport,Average,Good,Arts & Performance,,Average,60,4,,,,0,0,0.8714285714285713,2,59.444,87.14285714285714,50,0.0,-30.0,20.0,50,100,100,80.0,80.0,2,Low
828,Weweso MA,Female,6B2,SHS,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,0.4,1.0,1.0,1.0,51.92,83.0,31.08,3,No,Yes,5min,Walking,Good,Good,Academic/Clubs,,High,5,6,B,2.0,,0,0,0.8321428571428572,3,60.184000000000005,83.21428571428572,100,0.0,-30.0,70.0,100,100,100,100.0,98.33333333333333,2,Low
829,Weweso MA,Male,7B3,JHS,0.0,1.0,1.0,0.6,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.2,1.0,78.01,66.28,-11.73,2,No,No,35 minutes,Public transport,Good,Poor,Arts & Performance,,Average,35,7,B,3.0,,0,0,0.8142857142857143,2,57.71600000000001,81.42857142857143,50,0.0,0.0,50.0,100,0,100,60.0,88.33333333333333,1,High
830,Weweso MA,Male,4B1,SHS,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.79,83.86,31.07,2,Yes,No,5min,Public transport,Good,Average,Sports,,Average,5,4,B,1.0,,0,0,0.9642857142857143,0,60.874,96.42857142857143,50,-30.0,0.0,20.0,100,50,100,80.0,98.33333333333333,2,Low
831,Weweso MA,Female,7B3,Tertiary,0.5,1.0,1.0,1.0,0.4,0.75,1.0,1.0,1.0,1.0,0.8,1.0,0.2,0.0,55.22,96.77,41.55,1,No,Sometimes,40 minutes,Private transport,Average,Poor,Sports,,Low,40,7,B,3.0,,0,0,0.7607142857142858,3,69.106,76.07142857142858,0,0.0,,44.26929392446634,50,0,100,40.0,86.66666666666667,1,High
832,Weweso MA,Female,JHS 1,JHS,1.0,0.4,1.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0,0.25,1.0,0.25,1.0,51.93,4.57,-47.36,3,Not sure,Sometimes,30 minutes,Public transport,Good,Poor,Arts & Performance,,High,30,7,,,JHS,0,0,0.7607142857142858,4,22.6,76.07142857142858,100,,,44.26929392446634,100,0,100,60.0,90.0,1,High
833,Weweso MA,Female,JHS 2,JHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.75,52.18,4.25,-47.93,2,No,No,30mins,Walking,Poor,Good,Academic/Clubs,,Average,30,8,,,JHS,0,0,0.9107142857142857,1,22.572,91.07142857142857,50,0.0,0.0,50.0,0,100,100,60.0,90.0,0,Medium
834,Weweso MA,Male,JHS 1,SHS,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.0,52.43,84.15,31.72000000000001,3,No,Yes,10 minutes,Public transport,Average,Good,Arts & Performance,,High,10,7,,,JHS,0,0,0.8964285714285715,1,60.976000000000006,89.64285714285715,100,0.0,-30.0,70.0,50,100,100,80.0,96.66666666666667,2,Low
835,Weweso MA,Male,5B1,SHS,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.4,1.0,1.0,0.8,0.8,1.0,1.0,51.44,5.46,-45.98,1,Yes,Yes,50min,Walking,Poor,Poor,Arts & Performance,,Low,50,5,B,1.0,,0,0,0.8571428571428573,1,22.76,85.71428571428574,0,-30.0,-30.0,0.0,0,0,100,20.0,83.33333333333333,1,High
836,Weweso MA,Female,6A,SHS,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,48.64,0.0,-48.64,3,Yes,Sometimes,80min,Public transport,Average,Average,Arts & Performance,,High,80,6,A,,,0,0,0.9107142857142857,1,19.456000000000003,91.07142857142857,100,-30.0,,44.26929392446634,50,50,100,60.0,80.0,0,Medium
837,Weweso MA,Female,4A,JHS,0.6,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.34,83.83,31.48999999999999,3,Yes,No,1hr,Walking,Average,Good,Passive screen time,,High,60,4,A,,,0,0,0.8857142857142856,1,60.766000000000005,88.57142857142856,100,-30.0,0.0,70.0,50,100,100,80.0,80.0,2,Low
838,Weweso MA,Female,7B3,JHS,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.25,1.0,52.26,98.61,46.35,1,No,No,25 minutes,Public transport,Good,Good,Arts & Performance,,Low,25,7,B,3.0,,0,0,0.8214285714285714,2,69.618,82.14285714285714,0,0.0,0.0,0.0,100,100,100,100.0,91.66666666666667,2,Low
839,Weweso MA,Male,4,Tertiary,1.0,1.0,0.25,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.18,8.33,-41.85,2,No,No,30 minutes,Public transport,Poor,Good,Sports,,Average,30,4,,,,0,0,0.8892857142857142,2,23.404000000000003,88.92857142857142,50,0.0,0.0,50.0,0,100,100,60.0,90.0,0,Medium
840,Ayeduase RC,Male,7B3,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,52.9,4.0,-48.9,2,Not sure,Yes,15 minutes,Walking,Good,Good,Chores/Duties,,Average,15,7,B,3.0,,0,0,0.9285714285714286,1,22.76,92.85714285714286,50,,-30.0,44.26929392446634,100,100,100,100.0,95.0,0,Medium
841,Ayeduase RC,Female,4,Tertiary,0.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,51.9,5.51,-46.39,2,Yes,No,20 minutes,Public transport,Average,Average,Arts & Performance,,Average,20,4,,,,0,0,0.8142857142857143,3,22.964000000000002,81.42857142857143,50,-30.0,0.0,20.0,50,50,100,60.0,93.33333333333333,1,High
842,Weweso MA,Male,7B3,Tertiary,1.0,1.0,0.25,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.8,1.0,0.2,1.0,55.01,14.0,-41.01,1,Not sure,No,20min,Public transport,Average,Average,Sports,,Low,20,7,B,3.0,,0,0,0.8178571428571428,3,27.604000000000003,81.78571428571428,0,,0.0,44.26929392446634,50,50,100,60.0,93.33333333333333,1,High
843,Weweso MA,Male,6B,Tertiary,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.45,86.68,34.23,3,Yes,No,9min,Private transport,Poor,Average,Sports,,High,9,6,B,,,0,0,0.9285714285714286,1,62.498000000000005,92.85714285714286,100,-30.0,0.0,70.0,0,50,100,40.0,97.0,2,Low
844,Weweso MA,Female,6B,JHS,1.0,1.0,0.6,0.8,1.0,0.25,1.0,0.2,0.25,0.2,1.0,0.0,0.0,1.0,51.22,62.06,10.84,2,Not sure,No,12min,Private transport,Poor,Average,,,Average,12,6,B,,,0,0,0.5928571428571429,6,47.48,59.285714285714285,50,,0.0,44.26929392446634,0,50,0,20.0,96.0,1,High
845,Weweso MA,Female,JHS 2,SHS,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,51.46,81.67,30.21,2,Not sure,Sometimes,30 minutes,Walking,Poor,Good,Academic/Clubs,,Average,30,8,,,JHS,0,0,0.8928571428571429,2,59.294000000000004,89.28571428571429,50,,,44.26929392446634,0,100,100,60.0,90.0,2,Low
846,Ayeduase RC,Female,5B,SHS,0.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,53.34,44.14,-9.200000000000003,3,No,Yes,15min,Public transport,Good,Poor,,,High,15,5,B,,,0,0,0.8428571428571429,2,38.992000000000004,84.28571428571429,100,0.0,-30.0,70.0,100,0,0,40.0,95.0,1,High
847,Weweso MA,Female,7B2,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,58.5,63.19,4.689999999999998,3,No,No,25 minutes,Public transport,Good,Average,Academic/Clubs,,High,25,7,B,2.0,,0,0,0.9714285714285714,0,49.614000000000004,97.14285714285714,100,0.0,0.0,100.0,100,50,100,80.0,91.66666666666667,2,Low
848,Weweso MA,Female,5B,SHS,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.19,4.87,-46.32,2,No,No,6 minutes,Walking,Average,Poor,Sports,,Average,6,5,B,,,0,0,0.8571428571428571,2,22.424,85.71428571428571,50,0.0,0.0,50.0,50,0,100,40.0,98.0,1,High
849,Weweso MA,Male,JHS 1B2,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25,1.0,50.7,7.23,-43.47,3,No,Yes,1 Hour,Public transport,Poor,Good,Sports,,High,60,7,B,2.0,JHS,0,0,0.8035714285714286,3,23.172,80.35714285714286,100,0.0,-30.0,70.0,0,100,100,60.0,80.0,1,High
850,Weweso MA,Male,5B1,SHS,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.33,5.82,-45.51,2,No,Sometimes,30mins,Private transport,Good,Poor,Arts & Performance,,Average,30,5,B,1.0,,0,0,0.9464285714285714,1,22.86,94.64285714285714,50,0.0,,44.26929392446634,100,0,100,60.0,90.0,0,Medium
851,Weweso MA,Female,6,Tertiary,1.0,0.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53.61,5.67,-47.94,3,No,Yes,5 minutes,Walking,Average,Good,Arts & Performance,,High,5,6,,,,0,0,0.9142857142857144,1,23.712000000000003,91.42857142857143,100,0.0,-30.0,70.0,50,100,100,80.0,98.33333333333333,0,Medium
852,Weweso MA,Female,6B,JHS,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,1.0,53.36,1.84,-51.52,2,Yes,No,1hr,Walking,Good,Good,Arts & Performance,,Average,60,6,B,,,0,0,0.8285714285714285,2,22.080000000000002,82.85714285714285,50,-30.0,0.0,20.0,100,100,100,100.0,80.0,0,Medium
853,Weweso MA,Male,4,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.45,46.5,1.049999999999997,3,No,No,60min,Walking,Poor,Average,Arts & Performance,,High,60,4,,,,0,0,1.0,0,36.99,100.0,100,0.0,0.0,100.0,0,50,100,40.0,80.0,1,High
854,Weweso MA,Male,5B1,SHS,0.25,1.0,0.4,1.0,0.8,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,72.89,8.21,-64.68,2,No,Sometimes,30 minutes,Walking,Poor,Good,Sports,,Average,30,5,B,1.0,,0,0,0.8321428571428572,3,32.440000000000005,83.21428571428572,50,0.0,,44.26929392446634,0,100,100,60.0,90.0,1,High
855,Weweso MA,Female,4,Tertiary,1.0,0.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,61.45,4.7,-56.75,3,Not sure,Sometimes,30 minutes,Private transport,Good,Good,Arts & Performance,,High,30,4,,,,0,0,0.8642857142857142,1,26.46,86.42857142857142,100,,,44.26929392446634,100,100,100,100.0,90.0,0,Medium
856,Weweso MA,Female,6,Tertiary,0.25,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.75,51.41,6.57,-44.84,3,Yes,Sometimes,10 minutes,Public transport,Average,Good,Academic/Clubs,,High,10,6,,,,0,0,0.9000000000000001,1,23.192,90.00000000000001,100,-30.0,,44.26929392446634,50,100,100,80.0,96.66666666666667,0,Medium
857,Weweso MA,Female,6B,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.8,1.0,0.6,51.68,68.5,16.82,2,Not sure,Yes,30mins,Public transport,Good,Poor,Arts & Performance,,Average,30,6,B,,,0,0,0.9392857142857143,0,51.436,93.92857142857143,50,,-30.0,44.26929392446634,100,0,100,60.0,90.0,2,Low
858,Weweso MA,Female,6B2,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.0,1.0,1.0,1.0,52.9,69.38548380452173,16.48548380452173,3,No,Yes,30mins,Private transport,Good,Good,Arts & Performance,,High,30,6,B,2.0,,0,0,0.8928571428571429,1,52.21129028271304,89.28571428571429,100,0.0,-30.0,70.0,100,100,100,100.0,90.0,2,Low
859,Weweso MA,Female,5B2,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,52.3,69.49,17.19,2,No,No,3 minutes,Walking,Good,Good,Sports,,Average,3,5,B,2.0,,0,0,0.9821428571428571,0,52.154,98.21428571428571,50,0.0,0.0,50.0,100,100,100,100.0,99.0,2,Low
860,Weweso MA,Female,5B,Tertiary,0.6,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,52.02,83.0,30.98,2,No,Yes,2 minutes,Public transport,Good,Good,Arts & Performance,,Average,2,5,B,,,0,0,0.8714285714285716,1,60.20400000000001,87.14285714285715,50,0.0,-30.0,20.0,100,100,100,100.0,99.33333333333333,2,Low
861,Weweso MA,Male,4B,Tertiary,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,52.71,7.28,-45.43,1,No,No,30 minutes,Walking,Poor,Average,Arts & Performance,,Low,30,4,B,,,0,0,0.7428571428571429,4,23.996000000000002,74.28571428571429,0,0.0,0.0,0.0,0,50,100,40.0,90.0,1,High
862,Weweso MA,Male,4A,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,53.55,68.36,14.81,2,No,Yes,6 minutes,Walking,Average,Good,Arts & Performance,,Average,6,4,A,,,0,0,0.9285714285714286,1,51.726000000000006,92.85714285714286,50,0.0,-30.0,20.0,50,100,100,80.0,98.0,2,Low
863,Weweso MA,Female,4B,SHS,0.8,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60.51,63.21,2.700000000000003,3,Not sure,Sometimes,30 minutes,Private transport,Average,Good,Academic/Clubs,,High,30,4,B,,,0,0,0.9500000000000001,0,50.028,95.0,100,,,44.26929392446634,50,100,100,80.0,90.0,2,Low
864,Ayeduase RC,Male,5B2,JHS,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.8,1.0,0.0,1.0,51.6,4.77,-46.83,3,Not sure,Sometimes,10 Minutes,Private transport,Good,Good,,,High,10,5,B,2.0,,0,0,0.8785714285714287,1,22.548000000000002,87.85714285714286,100,,,44.26929392446634,100,100,0,80.0,96.66666666666667,0,Medium
865,Ayeduase RC,Male,4B,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.67,8.44,-43.23,3,No,No,1 Hour,Private transport,Average,Good,Academic/Clubs,,High,60,4,B,,,0,0,1.0,0,24.044000000000004,100.0,100,0.0,0.0,100.0,50,100,100,80.0,80.0,0,Medium
866,Weweso MA,Female,5B1,Tertiary,0.25,0.2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.25,1.0,0.75,65.01,71.51,6.5,2,Yes,Sometimes,60min,Public transport,Good,Poor,Arts & Performance,,Average,60,5,B,1.0,,0,0,0.7321428571428571,4,55.908,73.21428571428571,50,-30.0,,44.26929392446634,100,0,100,60.0,80.0,1,High
867,Ayeduase RC,Female,5B1,Tertiary,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.74,3.82,-48.92,3,No,Sometimes,30 minutes,Walking,Good,Good,Arts & Performance,,High,30,5,B,1.0,,0,0,0.9714285714285714,0,22.624000000000002,97.14285714285714,100,0.0,,44.26929392446634,100,100,100,100.0,90.0,0,Medium
868,Weweso MA,Female,6,Tertiary,1.0,1.0,0.8,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,49.85,100.0,50.15,3,No,Sometimes,30 minutes,Public transport,Good,Good,Arts & Performance,,High,30,6,,,,0,0,0.9285714285714286,1,69.97,92.85714285714286,100,0.0,,44.26929392446634,100,100,100,100.0,90.0,2,Low
869,Weweso MA,Female,6A,Tertiary,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.75,1.0,1.0,0.75,52.49,4.29,-48.2,3,Not sure,Yes,30 minutes,Public transport,Average,Good,Sports,,High,30,6,A,,,0,0,0.9214285714285714,0,22.712000000000003,92.14285714285714,100,,-30.0,44.26929392446634,50,100,100,80.0,90.0,0,Medium
870,Weweso MA,Male,4B,SHS,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.0,42.33,7.73,-34.59999999999999,2,No,No,30 minutes,Public transport,Poor,Average,Sports,,Average,30,4,B,,,0,0,0.7928571428571428,2,20.024,79.28571428571428,50,0.0,0.0,50.0,0,50,100,40.0,90.0,1,High
871,Weweso MA,Male,6B,SHS,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0,1.0,1.0,0.75,52.82,76.11,23.29,2,No,Sometimes,15min,Public transport,Good,Good,Academic/Clubs,,Average,15,6,B,,,0,0,0.8821428571428571,1,56.230000000000004,88.21428571428571,50,0.0,,44.26929392446634,100,100,100,100.0,95.0,2,Low
872,Weweso MA,Male,5,Tertiary,0.5,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,38.98,0.0,-38.98,2,No,Yes,30 minutes,Walking,Good,Average,Arts & Performance,,Average,30,5,,,,0,0,0.8499999999999999,2,15.591999999999999,84.99999999999999,50,0.0,-30.0,20.0,100,50,100,80.0,90.0,0,Medium
873,Weweso MA,Female,6A,Tertiary,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,52.3,6.85,-45.45,2,Not sure,Yes,30min,Public transport,Average,Average,Sports,,Average,30,6,A,,,0,0,0.9500000000000001,0,23.660000000000004,95.0,50,,-30.0,44.26929392446634,50,50,100,60.0,90.0,0,Medium
874,Weweso MA,Female,6B,SHS,1.0,0.2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.4,0.8,52.35,62.04,9.689999999999998,2,No,No,25 minutes,Walking,Good,Poor,Arts & Performance,,Average,25,6,B,,,0,0,0.8142857142857143,2,47.694,81.42857142857143,50,0.0,0.0,50.0,100,0,100,60.0,91.66666666666667,1,High
875,Weweso MA,Female,4B,SHS,1.0,0.6,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,52.42,70.05,17.63,3,No,Sometimes,50min,Public transport,Average,Good,Academic/Clubs,,High,50,4,B,,,0,0,0.8107142857142857,2,52.513999999999996,81.07142857142857,100,0.0,,44.26929392446634,50,100,100,80.0,83.33333333333333,2,Low
876,Ayeduase RC,Male,JHS 1,JHS,1.0,0.4,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51.89,6.92,-44.97,3,No,Sometimes,10 minutes,Walking,Good,Good,Sports,,High,10,7,,,JHS,0,0,0.9392857142857143,1,23.524,93.92857142857143,100,0.0,,44.26929392446634,100,100,100,100.0,96.66666666666667,0,Medium
877,Weweso MA,Female,7B3,JHS,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,52.05,81.56,29.51000000000001,3,No,Sometimes,30 minutes,Walking,Average,Good,Arts & Performance,,High,30,7,B,3.0,,0,0,0.9428571428571428,1,59.346000000000004,94.28571428571428,100,0.0,,44.26929392446634,50,100,100,80.0,90.0,2,Low
878,Ayeduase RC,Male,7B3,SHS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,59.94,76.51,16.57000000000001,3,No,No,24 minutes,Public transport,Average,Average,Sports,,High,24,7,B,3.0,,0,0,0.9571428571428572,1,57.894,95.71428571428572,100,0.0,0.0,100.0,50,50,100,60.0,92.0,2,Low
879,Weweso MA,Female,JHS 1,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50.74,87.42,36.68,2,Not sure,No,20 minutes,Walking,Poor,Poor,Arts & Performance,,Average,20,7,,,JHS,0,0,1.0,0,62.60000000000001,100.0,50,,0.0,44.26929392446634,0,0,100,20.0,93.33333333333333,2,Low
880,Weweso MA,Male,6A,Tertiary,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,1.0,1.0,0.75,1.0,37.69,69.26,31.57000000000001,2,Not sure,No,10 minutes,Public transport,Poor,Good,Academic/Clubs,,Average,10,6,A,,,0,0,0.9321428571428572,0,49.094,93.21428571428572,50,,0.0,44.26929392446634,0,100,100,60.0,96.66666666666667,2,Low
